"sex","race","age","edu","state","total","positive","repvote","region"
"female","other","60-69","hs","OR",1,0,0.438441611,"West"
"male","other","18-29","4-year college","OR",1,0,0.438441611,"West"
"male","other","60-69","post-grad","OR",1,1,0.438441611,"West"
"female","white","18-29","4-year college","OR",3,0,0.438441611,"West"
"female","white","18-29","no hs","OR",1,1,0.438441611,"West"
"female","white","18-29","some college","OR",1,0,0.438441611,"West"
"female","white","30-39","4-year college","OR",4,1,0.438441611,"West"
"female","white","30-39","hs","OR",1,1,0.438441611,"West"
"female","white","30-39","post-grad","OR",1,0,0.438441611,"West"
"female","white","30-39","some college","OR",1,0,0.438441611,"West"
"female","white","40-49","4-year college","OR",3,0,0.438441611,"West"
"female","white","40-49","hs","OR",1,1,0.438441611,"West"
"female","white","40-49","some college","OR",3,1,0.438441611,"West"
"female","white","50-59","hs","OR",3,2,0.438441611,"West"
"female","white","50-59","post-grad","OR",1,1,0.438441611,"West"
"female","white","50-59","some college","OR",1,0,0.438441611,"West"
"female","white","60-69","4-year college","OR",2,0,0.438441611,"West"
"female","white","60-69","hs","OR",4,1,0.438441611,"West"
"female","white","60-69","some college","OR",2,2,0.438441611,"West"
"female","white","70+","hs","OR",2,0,0.438441611,"West"
"female","white","70+","post-grad","OR",1,0,0.438441611,"West"
"female","white","70+","some college","OR",1,0,0.438441611,"West"
"male","white","18-29","no hs","OR",1,1,0.438441611,"West"
"male","white","30-39","4-year college","OR",1,1,0.438441611,"West"
"male","white","30-39","hs","OR",1,1,0.438441611,"West"
"male","white","40-49","4-year college","OR",2,1,0.438441611,"West"
"male","white","40-49","no hs","OR",1,1,0.438441611,"West"
"male","white","40-49","post-grad","OR",3,1,0.438441611,"West"
"male","white","50-59","hs","OR",3,1,0.438441611,"West"
"male","white","50-59","some college","OR",4,1,0.438441611,"West"
"male","white","60-69","4-year college","OR",1,1,0.438441611,"West"
"male","white","60-69","no hs","OR",1,0,0.438441611,"West"
"male","white","60-69","post-grad","OR",1,0,0.438441611,"West"
"male","white","60-69","some college","OR",1,0,0.438441611,"West"
"male","white","70+","hs","OR",1,0,0.438441611,"West"
"male","white","70+","post-grad","OR",2,1,0.438441611,"West"
"male","white","70+","some college","OR",1,0,0.438441611,"West"
"female","black","18-29","hs","PA",3,1,0.503755358,"Northeast"
"female","black","18-29","some college","PA",1,0,0.503755358,"Northeast"
"female","black","30-39","4-year college","PA",1,1,0.503755358,"Northeast"
"female","black","30-39","no hs","PA",1,0,0.503755358,"Northeast"
"female","black","40-49","some college","PA",1,1,0.503755358,"Northeast"
"female","black","50-59","hs","PA",1,1,0.503755358,"Northeast"
"female","black","50-59","post-grad","PA",2,0,0.503755358,"Northeast"
"female","black","50-59","some college","PA",5,2,0.503755358,"Northeast"
"female","black","60-69","hs","PA",1,0,0.503755358,"Northeast"
"female","black","60-69","some college","PA",1,1,0.503755358,"Northeast"
"male","black","18-29","some college","PA",2,1,0.503755358,"Northeast"
"male","black","40-49","4-year college","PA",1,0,0.503755358,"Northeast"
"male","black","40-49","hs","PA",1,1,0.503755358,"Northeast"
"female","other","18-29","hs","PA",1,1,0.503755358,"Northeast"
"female","other","18-29","no hs","PA",1,1,0.503755358,"Northeast"
"female","other","30-39","post-grad","PA",2,0,0.503755358,"Northeast"
"female","other","50-59","hs","PA",2,1,0.503755358,"Northeast"
"female","other","50-59","some college","PA",1,1,0.503755358,"Northeast"
"female","other","60-69","hs","PA",1,1,0.503755358,"Northeast"
"male","other","18-29","hs","PA",1,1,0.503755358,"Northeast"
"male","other","18-29","some college","PA",1,0,0.503755358,"Northeast"
"male","other","30-39","4-year college","PA",2,1,0.503755358,"Northeast"
"male","other","30-39","some college","PA",1,1,0.503755358,"Northeast"
"male","other","50-59","4-year college","PA",2,1,0.503755358,"Northeast"
"female","white","18-29","4-year college","PA",11,2,0.503755358,"Northeast"
"female","white","18-29","hs","PA",11,4,0.503755358,"Northeast"
"female","white","18-29","post-grad","PA",2,1,0.503755358,"Northeast"
"female","white","18-29","some college","PA",7,2,0.503755358,"Northeast"
"female","white","30-39","4-year college","PA",3,0,0.503755358,"Northeast"
"female","white","30-39","hs","PA",6,3,0.503755358,"Northeast"
"female","white","30-39","post-grad","PA",3,0,0.503755358,"Northeast"
"female","white","30-39","some college","PA",5,1,0.503755358,"Northeast"
"female","white","40-49","4-year college","PA",5,4,0.503755358,"Northeast"
"female","white","40-49","hs","PA",5,5,0.503755358,"Northeast"
"female","white","40-49","some college","PA",7,2,0.503755358,"Northeast"
"female","white","50-59","4-year college","PA",1,1,0.503755358,"Northeast"
"female","white","50-59","hs","PA",13,4,0.503755358,"Northeast"
"female","white","50-59","no hs","PA",3,1,0.503755358,"Northeast"
"female","white","50-59","post-grad","PA",4,3,0.503755358,"Northeast"
"female","white","50-59","some college","PA",4,3,0.503755358,"Northeast"
"female","white","60-69","4-year college","PA",2,2,0.503755358,"Northeast"
"female","white","60-69","hs","PA",9,5,0.503755358,"Northeast"
"female","white","60-69","post-grad","PA",2,1,0.503755358,"Northeast"
"female","white","60-69","some college","PA",10,5,0.503755358,"Northeast"
"female","white","70+","4-year college","PA",2,0,0.503755358,"Northeast"
"female","white","70+","hs","PA",10,7,0.503755358,"Northeast"
"female","white","70+","post-grad","PA",1,1,0.503755358,"Northeast"
"female","white","70+","some college","PA",7,2,0.503755358,"Northeast"
"male","white","18-29","4-year college","PA",2,0,0.503755358,"Northeast"
"male","white","18-29","hs","PA",1,1,0.503755358,"Northeast"
"male","white","18-29","some college","PA",6,2,0.503755358,"Northeast"
"male","white","30-39","4-year college","PA",6,5,0.503755358,"Northeast"
"male","white","30-39","hs","PA",3,3,0.503755358,"Northeast"
"male","white","30-39","no hs","PA",2,1,0.503755358,"Northeast"
"male","white","30-39","post-grad","PA",4,3,0.503755358,"Northeast"
"male","white","30-39","some college","PA",4,0,0.503755358,"Northeast"
"male","white","40-49","4-year college","PA",3,2,0.503755358,"Northeast"
"male","white","40-49","hs","PA",2,1,0.503755358,"Northeast"
"male","white","40-49","post-grad","PA",2,0,0.503755358,"Northeast"
"male","white","40-49","some college","PA",1,1,0.503755358,"Northeast"
"male","white","50-59","4-year college","PA",1,0,0.503755358,"Northeast"
"male","white","50-59","hs","PA",7,2,0.503755358,"Northeast"
"male","white","50-59","post-grad","PA",3,1,0.503755358,"Northeast"
"male","white","50-59","some college","PA",4,2,0.503755358,"Northeast"
"male","white","60-69","4-year college","PA",3,0,0.503755358,"Northeast"
"male","white","60-69","hs","PA",12,8,0.503755358,"Northeast"
"male","white","60-69","no hs","PA",3,1,0.503755358,"Northeast"
"male","white","60-69","post-grad","PA",3,0,0.503755358,"Northeast"
"male","white","60-69","some college","PA",7,3,0.503755358,"Northeast"
"male","white","70+","4-year college","PA",2,2,0.503755358,"Northeast"
"male","white","70+","hs","PA",3,2,0.503755358,"Northeast"
"male","white","70+","no hs","PA",1,0,0.503755358,"Northeast"
"male","white","70+","post-grad","PA",2,1,0.503755358,"Northeast"
"male","white","70+","some college","PA",4,2,0.503755358,"Northeast"
"female","other","18-29","4-year college","RI",1,0,0.416892959,"Northeast"
"female","other","40-49","some college","RI",1,0,0.416892959,"Northeast"
"male","other","50-59","4-year college","RI",1,0,0.416892959,"Northeast"
"male","other","50-59","no hs","RI",1,1,0.416892959,"Northeast"
"male","other","60-69","post-grad","RI",1,0,0.416892959,"Northeast"
"female","white","18-29","4-year college","RI",1,0,0.416892959,"Northeast"
"female","white","18-29","hs","RI",1,1,0.416892959,"Northeast"
"female","white","18-29","some college","RI",2,0,0.416892959,"Northeast"
"female","white","30-39","some college","RI",1,1,0.416892959,"Northeast"
"female","white","40-49","hs","RI",1,1,0.416892959,"Northeast"
"female","white","50-59","hs","RI",1,0,0.416892959,"Northeast"
"female","white","60-69","hs","RI",2,0,0.416892959,"Northeast"
"female","white","70+","hs","RI",1,1,0.416892959,"Northeast"
"male","white","30-39","some college","RI",1,0,0.416892959,"Northeast"
"male","white","50-59","some college","RI",1,0,0.416892959,"Northeast"
"male","white","70+","4-year college","RI",1,1,0.416892959,"Northeast"
"male","white","70+","hs","RI",1,0,0.416892959,"Northeast"
"female","black","18-29","hs","SC",1,1,0.574602564,"South"
"female","black","18-29","some college","SC",1,0,0.574602564,"South"
"female","black","30-39","some college","SC",1,1,0.574602564,"South"
"female","black","50-59","4-year college","SC",2,1,0.574602564,"South"
"female","black","50-59","post-grad","SC",1,1,0.574602564,"South"
"female","black","60-69","hs","SC",2,1,0.574602564,"South"
"male","black","18-29","some college","SC",1,0,0.574602564,"South"
"male","black","40-49","hs","SC",1,0,0.574602564,"South"
"male","black","40-49","some college","SC",1,0,0.574602564,"South"
"female","other","18-29","hs","SC",1,1,0.574602564,"South"
"female","other","18-29","some college","SC",2,1,0.574602564,"South"
"male","other","70+","4-year college","SC",1,1,0.574602564,"South"
"female","white","18-29","4-year college","SC",1,0,0.574602564,"South"
"female","white","18-29","hs","SC",2,1,0.574602564,"South"
"female","white","18-29","some college","SC",2,1,0.574602564,"South"
"female","white","30-39","4-year college","SC",1,1,0.574602564,"South"
"female","white","30-39","hs","SC",1,1,0.574602564,"South"
"female","white","40-49","4-year college","SC",2,2,0.574602564,"South"
"female","white","40-49","hs","SC",3,2,0.574602564,"South"
"female","white","40-49","no hs","SC",2,1,0.574602564,"South"
"female","white","40-49","post-grad","SC",2,0,0.574602564,"South"
"female","white","40-49","some college","SC",1,0,0.574602564,"South"
"female","white","50-59","hs","SC",2,1,0.574602564,"South"
"female","white","50-59","some college","SC",1,0,0.574602564,"South"
"female","white","60-69","4-year college","SC",1,1,0.574602564,"South"
"female","white","60-69","hs","SC",4,4,0.574602564,"South"
"female","white","60-69","no hs","SC",1,0,0.574602564,"South"
"female","white","60-69","post-grad","SC",2,2,0.574602564,"South"
"female","white","70+","hs","SC",1,0,0.574602564,"South"
"female","white","70+","some college","SC",1,0,0.574602564,"South"
"male","white","30-39","4-year college","SC",1,1,0.574602564,"South"
"male","white","30-39","some college","SC",2,0,0.574602564,"South"
"male","white","40-49","hs","SC",2,2,0.574602564,"South"
"male","white","40-49","post-grad","SC",1,1,0.574602564,"South"
"male","white","50-59","4-year college","SC",1,0,0.574602564,"South"
"male","white","50-59","hs","SC",1,0,0.574602564,"South"
"male","white","50-59","post-grad","SC",1,1,0.574602564,"South"
"male","white","50-59","some college","SC",2,2,0.574602564,"South"
"male","white","60-69","hs","SC",2,0,0.574602564,"South"
"male","white","70+","4-year college","SC",1,1,0.574602564,"South"
"male","white","70+","post-grad","SC",1,1,0.574602564,"South"
"male","white","70+","some college","SC",1,1,0.574602564,"South"
"female","other","18-29","hs","SD",1,1,0.659718581,"North Central"
"female","white","18-29","some college","SD",1,0,0.659718581,"North Central"
"female","white","30-39","4-year college","SD",1,1,0.659718581,"North Central"
"female","white","60-69","some college","SD",1,0,0.659718581,"North Central"
"male","white","30-39","hs","SD",3,2,0.659718581,"North Central"
"male","white","40-49","4-year college","SD",1,0,0.659718581,"North Central"
"male","white","50-59","4-year college","SD",1,1,0.659718581,"North Central"
"male","white","50-59","hs","SD",1,0,0.659718581,"North Central"
"male","white","60-69","some college","SD",1,1,0.659718581,"North Central"
"female","black","18-29","some college","TN",3,1,0.63624343,"South"
"female","black","30-39","post-grad","TN",1,0,0.63624343,"South"
"female","black","40-49","no hs","TN",1,0,0.63624343,"South"
"female","black","40-49","some college","TN",1,0,0.63624343,"South"
"female","black","50-59","hs","TN",1,1,0.63624343,"South"
"female","black","60-69","no hs","TN",2,1,0.63624343,"South"
"female","black","70+","some college","TN",1,0,0.63624343,"South"
"male","black","18-29","some college","TN",1,0,0.63624343,"South"
"male","black","30-39","4-year college","TN",1,1,0.63624343,"South"
"male","black","40-49","post-grad","TN",1,0,0.63624343,"South"
"male","black","40-49","some college","TN",1,0,0.63624343,"South"
"female","other","18-29","hs","TN",1,0,0.63624343,"South"
"female","other","18-29","some college","TN",1,0,0.63624343,"South"
"female","other","30-39","hs","TN",1,1,0.63624343,"South"
"female","other","30-39","some college","TN",1,1,0.63624343,"South"
"female","other","60-69","4-year college","TN",1,0,0.63624343,"South"
"male","other","30-39","4-year college","TN",1,1,0.63624343,"South"
"male","other","40-49","post-grad","TN",1,0,0.63624343,"South"
"male","other","40-49","some college","TN",1,0,0.63624343,"South"
"male","other","60-69","4-year college","TN",1,1,0.63624343,"South"
"female","white","18-29","4-year college","TN",1,1,0.63624343,"South"
"female","white","18-29","hs","TN",2,1,0.63624343,"South"
"female","white","18-29","no hs","TN",1,0,0.63624343,"South"
"female","white","18-29","some college","TN",5,3,0.63624343,"South"
"female","white","30-39","4-year college","TN",2,1,0.63624343,"South"
"female","white","30-39","some college","TN",2,1,0.63624343,"South"
"female","white","40-49","hs","TN",6,4,0.63624343,"South"
"female","white","40-49","post-grad","TN",1,0,0.63624343,"South"
"female","white","40-49","some college","TN",4,3,0.63624343,"South"
"female","white","50-59","hs","TN",7,6,0.63624343,"South"
"female","white","50-59","no hs","TN",1,0,0.63624343,"South"
"female","white","50-59","post-grad","TN",1,0,0.63624343,"South"
"female","white","60-69","4-year college","TN",1,1,0.63624343,"South"
"female","white","60-69","hs","TN",2,1,0.63624343,"South"
"female","white","60-69","some college","TN",2,1,0.63624343,"South"
"female","white","70+","4-year college","TN",1,1,0.63624343,"South"
"female","white","70+","hs","TN",3,2,0.63624343,"South"
"male","white","18-29","some college","TN",2,0,0.63624343,"South"
"male","white","30-39","4-year college","TN",1,1,0.63624343,"South"
"male","white","30-39","hs","TN",1,1,0.63624343,"South"
"male","white","30-39","post-grad","TN",3,0,0.63624343,"South"
"male","white","30-39","some college","TN",5,2,0.63624343,"South"
"male","white","40-49","4-year college","TN",6,4,0.63624343,"South"
"male","white","40-49","hs","TN",2,1,0.63624343,"South"
"male","white","40-49","post-grad","TN",2,1,0.63624343,"South"
"male","white","40-49","some college","TN",3,0,0.63624343,"South"
"male","white","50-59","4-year college","TN",1,1,0.63624343,"South"
"male","white","50-59","hs","TN",4,2,0.63624343,"South"
"male","white","50-59","no hs","TN",1,0,0.63624343,"South"
"male","white","50-59","post-grad","TN",1,1,0.63624343,"South"
"male","white","50-59","some college","TN",2,2,0.63624343,"South"
"male","white","60-69","4-year college","TN",1,0,0.63624343,"South"
"male","white","60-69","hs","TN",3,2,0.63624343,"South"
"male","white","60-69","some college","TN",2,1,0.63624343,"South"
"male","white","70+","hs","TN",1,1,0.63624343,"South"
"male","white","70+","post-grad","TN",5,2,0.63624343,"South"
"male","white","70+","some college","TN",1,1,0.63624343,"South"
"female","black","18-29","4-year college","TX",1,1,0.547132256,"South"
"female","black","18-29","hs","TX",2,0,0.547132256,"South"
"female","black","18-29","some college","TX",3,1,0.547132256,"South"
"female","black","30-39","4-year college","TX",1,0,0.547132256,"South"
"female","black","30-39","some college","TX",4,1,0.547132256,"South"
"female","black","40-49","4-year college","TX",2,1,0.547132256,"South"
"female","black","40-49","hs","TX",1,0,0.547132256,"South"
"female","black","40-49","some college","TX",1,1,0.547132256,"South"
"female","black","50-59","4-year college","TX",3,0,0.547132256,"South"
"female","black","50-59","post-grad","TX",1,0,0.547132256,"South"
"female","black","50-59","some college","TX",1,0,0.547132256,"South"
"female","black","60-69","hs","TX",1,0,0.547132256,"South"
"female","black","60-69","some college","TX",1,0,0.547132256,"South"
"male","black","18-29","hs","TX",1,0,0.547132256,"South"
"male","black","18-29","no hs","TX",1,0,0.547132256,"South"
"male","black","18-29","some college","TX",2,1,0.547132256,"South"
"male","black","30-39","4-year college","TX",1,0,0.547132256,"South"
"male","black","30-39","some college","TX",2,0,0.547132256,"South"
"male","black","40-49","4-year college","TX",1,0,0.547132256,"South"
"male","black","40-49","some college","TX",1,1,0.547132256,"South"
"male","black","50-59","some college","TX",4,0,0.547132256,"South"
"male","black","60-69","hs","TX",1,0,0.547132256,"South"
"male","black","70+","some college","TX",1,1,0.547132256,"South"
"female","other","18-29","4-year college","TX",5,2,0.547132256,"South"
"female","other","18-29","hs","TX",6,1,0.547132256,"South"
"female","other","18-29","no hs","TX",2,2,0.547132256,"South"
"female","other","18-29","post-grad","TX",3,0,0.547132256,"South"
"female","other","18-29","some college","TX",10,4,0.547132256,"South"
"female","other","30-39","4-year college","TX",3,1,0.547132256,"South"
"female","other","30-39","hs","TX",7,2,0.547132256,"South"
"female","other","30-39","no hs","TX",1,1,0.547132256,"South"
"female","other","30-39","post-grad","TX",2,1,0.547132256,"South"
"female","other","30-39","some college","TX",9,5,0.547132256,"South"
"female","other","40-49","4-year college","TX",1,1,0.547132256,"South"
"female","other","40-49","hs","TX",4,3,0.547132256,"South"
"female","other","40-49","some college","TX",1,0,0.547132256,"South"
"female","other","50-59","4-year college","TX",3,0,0.547132256,"South"
"female","other","50-59","hs","TX",2,0,0.547132256,"South"
"female","other","50-59","no hs","TX",1,1,0.547132256,"South"
"female","other","50-59","some college","TX",6,3,0.547132256,"South"
"female","other","60-69","4-year college","TX",1,0,0.547132256,"South"
"female","other","60-69","hs","TX",2,2,0.547132256,"South"
"female","other","60-69","post-grad","TX",1,0,0.547132256,"South"
"female","other","70+","4-year college","TX",1,1,0.547132256,"South"
"female","other","70+","some college","TX",2,1,0.547132256,"South"
"male","other","18-29","4-year college","TX",5,0,0.547132256,"South"
"male","other","18-29","hs","TX",1,0,0.547132256,"South"
"male","other","18-29","post-grad","TX",1,0,0.547132256,"South"
"male","other","18-29","some college","TX",7,2,0.547132256,"South"
"male","other","30-39","4-year college","TX",3,2,0.547132256,"South"
"male","other","30-39","hs","TX",1,1,0.547132256,"South"
"male","other","30-39","post-grad","TX",1,1,0.547132256,"South"
"male","other","40-49","4-year college","TX",1,0,0.547132256,"South"
"male","other","40-49","hs","TX",2,1,0.547132256,"South"
"male","other","40-49","post-grad","TX",1,0,0.547132256,"South"
"male","other","40-49","some college","TX",2,1,0.547132256,"South"
"male","other","50-59","4-year college","TX",2,2,0.547132256,"South"
"male","other","50-59","hs","TX",1,0,0.547132256,"South"
"male","other","50-59","post-grad","TX",5,4,0.547132256,"South"
"male","other","60-69","4-year college","TX",1,0,0.547132256,"South"
"male","other","60-69","post-grad","TX",1,1,0.547132256,"South"
"male","other","60-69","some college","TX",1,0,0.547132256,"South"
"male","other","70+","4-year college","TX",2,2,0.547132256,"South"
"male","other","70+","post-grad","TX",2,1,0.547132256,"South"
"female","white","18-29","4-year college","TX",5,1,0.547132256,"South"
"female","white","18-29","hs","TX",7,4,0.547132256,"South"
"female","white","18-29","no hs","TX",1,1,0.547132256,"South"
"female","white","18-29","post-grad","TX",1,0,0.547132256,"South"
"female","white","18-29","some college","TX",13,5,0.547132256,"South"
"female","white","30-39","4-year college","TX",4,1,0.547132256,"South"
"female","white","30-39","hs","TX",11,9,0.547132256,"South"
"female","white","30-39","post-grad","TX",6,1,0.547132256,"South"
"female","white","30-39","some college","TX",2,0,0.547132256,"South"
"female","white","40-49","4-year college","TX",4,1,0.547132256,"South"
"female","white","40-49","hs","TX",4,3,0.547132256,"South"
"female","white","40-49","no hs","TX",1,1,0.547132256,"South"
"female","white","40-49","post-grad","TX",2,1,0.547132256,"South"
"female","white","40-49","some college","TX",5,4,0.547132256,"South"
"female","white","50-59","4-year college","TX",5,3,0.547132256,"South"
"female","white","50-59","hs","TX",2,1,0.547132256,"South"
"female","white","50-59","no hs","TX",1,1,0.547132256,"South"
"female","white","50-59","post-grad","TX",3,1,0.547132256,"South"
"female","white","50-59","some college","TX",9,4,0.547132256,"South"
"female","white","60-69","4-year college","TX",4,1,0.547132256,"South"
"female","white","60-69","hs","TX",7,6,0.547132256,"South"
"female","white","60-69","post-grad","TX",3,1,0.547132256,"South"
"female","white","60-69","some college","TX",10,8,0.547132256,"South"
"female","white","70+","4-year college","TX",4,3,0.547132256,"South"
"female","white","70+","hs","TX",5,3,0.547132256,"South"
"female","white","70+","post-grad","TX",2,1,0.547132256,"South"
"female","white","70+","some college","TX",5,3,0.547132256,"South"
"male","white","18-29","4-year college","TX",5,1,0.547132256,"South"
"male","white","18-29","hs","TX",3,1,0.547132256,"South"
"male","white","18-29","post-grad","TX",2,1,0.547132256,"South"
"male","white","18-29","some college","TX",3,0,0.547132256,"South"
"male","white","30-39","4-year college","TX",4,2,0.547132256,"South"
"male","white","30-39","hs","TX",2,2,0.547132256,"South"
"male","white","30-39","post-grad","TX",1,0,0.547132256,"South"
"male","white","30-39","some college","TX",4,0,0.547132256,"South"
"male","white","40-49","4-year college","TX",1,0,0.547132256,"South"
"male","white","40-49","hs","TX",3,0,0.547132256,"South"
"male","white","40-49","post-grad","TX",1,1,0.547132256,"South"
"male","white","40-49","some college","TX",5,3,0.547132256,"South"
"male","white","50-59","4-year college","TX",7,4,0.547132256,"South"
"male","white","50-59","hs","TX",6,4,0.547132256,"South"
"male","white","50-59","post-grad","TX",9,2,0.547132256,"South"
"male","white","50-59","some college","TX",6,6,0.547132256,"South"
"male","white","60-69","4-year college","TX",11,9,0.547132256,"South"
"male","white","60-69","hs","TX",1,0,0.547132256,"South"
"male","white","60-69","post-grad","TX",5,2,0.547132256,"South"
"male","white","60-69","some college","TX",4,3,0.547132256,"South"
"male","white","70+","4-year college","TX",5,3,0.547132256,"South"
"male","white","70+","hs","TX",4,3,0.547132256,"South"
"male","white","70+","no hs","TX",1,1,0.547132256,"South"
"male","white","70+","post-grad","TX",8,4,0.547132256,"South"
"male","white","70+","some college","TX",6,5,0.547132256,"South"
"female","black","30-39","4-year college","UT",1,0,0.623836582,"West"
"male","black","40-49","4-year college","UT",1,0,0.623836582,"West"
"male","black","50-59","hs","UT",1,0,0.623836582,"West"
"female","other","18-29","4-year college","UT",1,1,0.623836582,"West"
"female","other","18-29","some college","UT",1,0,0.623836582,"West"
"female","other","30-39","some college","UT",1,1,0.623836582,"West"
"female","other","40-49","4-year college","UT",1,1,0.623836582,"West"
"female","other","40-49","hs","UT",1,1,0.623836582,"West"
"female","other","40-49","some college","UT",1,0,0.623836582,"West"
"female","other","50-59","hs","UT",1,0,0.623836582,"West"
"male","other","18-29","4-year college","UT",1,0,0.623836582,"West"
"male","other","18-29","some college","UT",1,0,0.623836582,"West"
"female","white","18-29","4-year college","UT",1,0,0.623836582,"West"
"female","white","18-29","hs","UT",1,1,0.623836582,"West"
"female","white","18-29","some college","UT",3,3,0.623836582,"West"
"female","white","30-39","no hs","UT",1,0,0.623836582,"West"
"female","white","30-39","some college","UT",2,1,0.623836582,"West"
"female","white","40-49","some college","UT",1,1,0.623836582,"West"
"female","white","50-59","4-year college","UT",2,0,0.623836582,"West"
"female","white","50-59","hs","UT",2,1,0.623836582,"West"
"female","white","70+","hs","UT",2,1,0.623836582,"West"
"female","white","70+","no hs","UT",2,2,0.623836582,"West"
"female","white","70+","some college","UT",1,1,0.623836582,"West"
"male","white","18-29","some college","UT",1,0,0.623836582,"West"
"male","white","30-39","4-year college","UT",2,0,0.623836582,"West"
"male","white","30-39","post-grad","UT",1,1,0.623836582,"West"
"male","white","30-39","some college","UT",1,0,0.623836582,"West"
"male","white","40-49","4-year college","UT",1,0,0.623836582,"West"
"male","white","40-49","hs","UT",2,0,0.623836582,"West"
"male","white","40-49","some college","UT",1,1,0.623836582,"West"
"male","white","50-59","4-year college","UT",4,3,0.623836582,"West"
"male","white","50-59","post-grad","UT",1,1,0.623836582,"West"
"male","white","50-59","some college","UT",3,1,0.623836582,"West"
"male","white","60-69","4-year college","UT",2,1,0.623836582,"West"
"male","white","60-69","post-grad","UT",2,2,0.623836582,"West"
"male","white","60-69","some college","UT",1,0,0.623836582,"West"
"male","white","70+","4-year college","UT",2,1,0.623836582,"West"
"male","white","70+","no hs","UT",1,1,0.623836582,"West"
"male","white","70+","some college","UT",1,0,0.623836582,"West"
"female","black","18-29","4-year college","VA",2,0,0.471736237,"South"
"female","black","18-29","hs","VA",1,1,0.471736237,"South"
"female","black","30-39","hs","VA",3,1,0.471736237,"South"
"female","black","40-49","4-year college","VA",2,0,0.471736237,"South"
"female","black","40-49","hs","VA",2,0,0.471736237,"South"
"female","black","40-49","some college","VA",1,0,0.471736237,"South"
"female","black","50-59","hs","VA",3,2,0.471736237,"South"
"female","black","50-59","post-grad","VA",1,1,0.471736237,"South"
"female","black","50-59","some college","VA",2,0,0.471736237,"South"
"female","black","60-69","hs","VA",1,1,0.471736237,"South"
"female","black","60-69","no hs","VA",1,1,0.471736237,"South"
"female","black","60-69","some college","VA",1,0,0.471736237,"South"
"male","black","18-29","4-year college","VA",1,0,0.471736237,"South"
"male","black","40-49","hs","VA",1,1,0.471736237,"South"
"female","other","18-29","4-year college","VA",1,0,0.471736237,"South"
"female","other","18-29","some college","VA",1,0,0.471736237,"South"
"female","other","40-49","some college","VA",1,0,0.471736237,"South"
"female","other","50-59","post-grad","VA",1,1,0.471736237,"South"
"female","other","70+","hs","VA",1,1,0.471736237,"South"
"male","other","18-29","4-year college","VA",1,0,0.471736237,"South"
"male","other","18-29","hs","VA",1,0,0.471736237,"South"
"male","other","18-29","post-grad","VA",1,0,0.471736237,"South"
"male","other","18-29","some college","VA",1,0,0.471736237,"South"
"male","other","30-39","4-year college","VA",1,0,0.471736237,"South"
"male","other","30-39","post-grad","VA",1,1,0.471736237,"South"
"male","other","30-39","some college","VA",2,0,0.471736237,"South"
"male","other","40-49","post-grad","VA",1,1,0.471736237,"South"
"male","other","50-59","4-year college","VA",1,0,0.471736237,"South"
"male","other","60-69","hs","VA",2,2,0.471736237,"South"
"male","other","70+","post-grad","VA",1,1,0.471736237,"South"
"female","white","18-29","4-year college","VA",3,1,0.471736237,"South"
"female","white","18-29","hs","VA",4,2,0.471736237,"South"
"female","white","18-29","post-grad","VA",2,1,0.471736237,"South"
"female","white","18-29","some college","VA",5,1,0.471736237,"South"
"female","white","30-39","4-year college","VA",2,0,0.471736237,"South"
"female","white","30-39","hs","VA",4,2,0.471736237,"South"
"female","white","30-39","post-grad","VA",1,0,0.471736237,"South"
"female","white","30-39","some college","VA",2,1,0.471736237,"South"
"female","white","40-49","4-year college","VA",1,0,0.471736237,"South"
"female","white","40-49","hs","VA",2,0,0.471736237,"South"
"female","white","40-49","no hs","VA",1,1,0.471736237,"South"
"female","white","40-49","post-grad","VA",1,1,0.471736237,"South"
"female","white","40-49","some college","VA",4,2,0.471736237,"South"
"female","white","50-59","4-year college","VA",1,0,0.471736237,"South"
"female","white","50-59","hs","VA",1,1,0.471736237,"South"
"female","white","50-59","post-grad","VA",3,1,0.471736237,"South"
"female","white","60-69","4-year college","VA",1,0,0.471736237,"South"
"female","white","60-69","hs","VA",4,2,0.471736237,"South"
"female","white","60-69","post-grad","VA",2,0,0.471736237,"South"
"female","white","60-69","some college","VA",1,0,0.471736237,"South"
"female","white","70+","4-year college","VA",1,0,0.471736237,"South"
"female","white","70+","hs","VA",2,2,0.471736237,"South"
"female","white","70+","post-grad","VA",2,2,0.471736237,"South"
"female","white","70+","some college","VA",2,0,0.471736237,"South"
"male","white","18-29","4-year college","VA",2,1,0.471736237,"South"
"male","white","18-29","post-grad","VA",1,0,0.471736237,"South"
"male","white","18-29","some college","VA",4,3,0.471736237,"South"
"male","white","30-39","4-year college","VA",2,0,0.471736237,"South"
"male","white","30-39","hs","VA",1,0,0.471736237,"South"
"male","white","30-39","post-grad","VA",2,0,0.471736237,"South"
"male","white","30-39","some college","VA",4,2,0.471736237,"South"
"male","white","40-49","4-year college","VA",3,1,0.471736237,"South"
"male","white","40-49","hs","VA",2,0,0.471736237,"South"
"male","white","40-49","post-grad","VA",1,0,0.471736237,"South"
"male","white","40-49","some college","VA",1,0,0.471736237,"South"
"male","white","50-59","4-year college","VA",5,3,0.471736237,"South"
"male","white","50-59","hs","VA",1,1,0.471736237,"South"
"male","white","50-59","post-grad","VA",3,2,0.471736237,"South"
