"sex","race","age","edu","state","total","positive","repvote","region"
"male","white","18-29","post-grad","KY",1,0,0.65670629,"South"
"male","white","18-29","some college","KY",3,1,0.65670629,"South"
"male","white","30-39","4-year college","KY",1,0,0.65670629,"South"
"male","white","30-39","hs","KY",1,0,0.65670629,"South"
"male","white","30-39","post-grad","KY",2,1,0.65670629,"South"
"male","white","30-39","some college","KY",3,1,0.65670629,"South"
"male","white","40-49","4-year college","KY",1,1,0.65670629,"South"
"male","white","40-49","hs","KY",1,0,0.65670629,"South"
"male","white","40-49","post-grad","KY",1,0,0.65670629,"South"
"male","white","40-49","some college","KY",2,1,0.65670629,"South"
"male","white","50-59","4-year college","KY",3,2,0.65670629,"South"
"male","white","50-59","hs","KY",3,2,0.65670629,"South"
"male","white","50-59","no hs","KY",1,0,0.65670629,"South"
"male","white","50-59","post-grad","KY",1,0,0.65670629,"South"
"male","white","50-59","some college","KY",1,0,0.65670629,"South"
"male","white","60-69","hs","KY",3,2,0.65670629,"South"
"male","white","60-69","no hs","KY",1,1,0.65670629,"South"
"male","white","60-69","post-grad","KY",1,0,0.65670629,"South"
"male","white","60-69","some college","KY",2,1,0.65670629,"South"
"male","white","70+","4-year college","KY",1,0,0.65670629,"South"
"male","white","70+","hs","KY",1,1,0.65670629,"South"
"male","white","70+","some college","KY",1,1,0.65670629,"South"
"female","black","18-29","hs","LA",1,0,0.601716772,"South"
"female","black","18-29","some college","LA",1,0,0.601716772,"South"
"female","black","30-39","hs","LA",2,1,0.601716772,"South"
"female","black","30-39","some college","LA",2,2,0.601716772,"South"
"female","black","40-49","4-year college","LA",1,0,0.601716772,"South"
"female","black","60-69","4-year college","LA",1,0,0.601716772,"South"
"male","black","18-29","hs","LA",1,1,0.601716772,"South"
"male","black","18-29","some college","LA",1,0,0.601716772,"South"
"male","black","30-39","hs","LA",1,0,0.601716772,"South"
"male","black","50-59","4-year college","LA",1,0,0.601716772,"South"
"male","black","60-69","some college","LA",1,1,0.601716772,"South"
"female","other","18-29","some college","LA",1,1,0.601716772,"South"
"female","other","30-39","some college","LA",1,0,0.601716772,"South"
"male","other","18-29","no hs","LA",1,1,0.601716772,"South"
"male","other","30-39","4-year college","LA",1,0,0.601716772,"South"
"male","other","50-59","post-grad","LA",1,1,0.601716772,"South"
"male","other","70+","post-grad","LA",1,1,0.601716772,"South"
"female","white","18-29","4-year college","LA",1,1,0.601716772,"South"
"female","white","18-29","post-grad","LA",1,1,0.601716772,"South"
"female","white","18-29","some college","LA",4,1,0.601716772,"South"
"female","white","30-39","4-year college","LA",2,1,0.601716772,"South"
"female","white","30-39","post-grad","LA",2,1,0.601716772,"South"
"female","white","30-39","some college","LA",1,1,0.601716772,"South"
"female","white","40-49","hs","LA",5,3,0.601716772,"South"
"female","white","50-59","4-year college","LA",1,1,0.601716772,"South"
"female","white","50-59","hs","LA",2,1,0.601716772,"South"
"female","white","50-59","some college","LA",3,1,0.601716772,"South"
"female","white","60-69","hs","LA",3,3,0.601716772,"South"
"female","white","60-69","some college","LA",1,1,0.601716772,"South"
"female","white","70+","some college","LA",2,2,0.601716772,"South"
"male","white","18-29","hs","LA",2,1,0.601716772,"South"
"male","white","18-29","no hs","LA",2,1,0.601716772,"South"
"male","white","18-29","some college","LA",1,1,0.601716772,"South"
"male","white","30-39","some college","LA",1,0,0.601716772,"South"
"male","white","50-59","some college","LA",1,1,0.601716772,"South"
"male","white","60-69","some college","LA",3,2,0.601716772,"South"
"male","white","70+","post-grad","LA",1,0,0.601716772,"South"
"female","black","18-29","hs","MA",1,1,0.353487213,"Northeast"
"female","black","18-29","some college","MA",1,0,0.353487213,"Northeast"
"female","black","30-39","post-grad","MA",1,0,0.353487213,"Northeast"
"male","black","18-29","4-year college","MA",1,1,0.353487213,"Northeast"
"female","other","18-29","no hs","MA",1,0,0.353487213,"Northeast"
"female","other","18-29","post-grad","MA",1,1,0.353487213,"Northeast"
"female","other","18-29","some college","MA",2,1,0.353487213,"Northeast"
"female","other","30-39","4-year college","MA",1,1,0.353487213,"Northeast"
"female","other","30-39","hs","MA",1,0,0.353487213,"Northeast"
"female","other","30-39","post-grad","MA",1,0,0.353487213,"Northeast"
"female","other","30-39","some college","MA",1,0,0.353487213,"Northeast"
"female","other","40-49","4-year college","MA",1,0,0.353487213,"Northeast"
"female","other","40-49","post-grad","MA",1,0,0.353487213,"Northeast"
"male","other","40-49","no hs","MA",1,0,0.353487213,"Northeast"
"male","other","40-49","some college","MA",1,0,0.353487213,"Northeast"
"male","other","50-59","4-year college","MA",1,0,0.353487213,"Northeast"
"female","white","18-29","4-year college","MA",3,0,0.353487213,"Northeast"
"female","white","18-29","hs","MA",1,0,0.353487213,"Northeast"
"female","white","18-29","no hs","MA",1,1,0.353487213,"Northeast"
"female","white","18-29","post-grad","MA",1,0,0.353487213,"Northeast"
"female","white","18-29","some college","MA",4,0,0.353487213,"Northeast"
"female","white","30-39","4-year college","MA",1,0,0.353487213,"Northeast"
"female","white","30-39","hs","MA",1,0,0.353487213,"Northeast"
"female","white","30-39","post-grad","MA",2,1,0.353487213,"Northeast"
"female","white","30-39","some college","MA",3,1,0.353487213,"Northeast"
"female","white","40-49","4-year college","MA",1,0,0.353487213,"Northeast"
"female","white","40-49","hs","MA",4,0,0.353487213,"Northeast"
"female","white","40-49","some college","MA",2,1,0.353487213,"Northeast"
"female","white","50-59","4-year college","MA",1,0,0.353487213,"Northeast"
"female","white","50-59","hs","MA",6,2,0.353487213,"Northeast"
"female","white","50-59","some college","MA",1,0,0.353487213,"Northeast"
"female","white","60-69","4-year college","MA",4,0,0.353487213,"Northeast"
"female","white","60-69","hs","MA",7,1,0.353487213,"Northeast"
"female","white","60-69","post-grad","MA",2,0,0.353487213,"Northeast"
"female","white","60-69","some college","MA",2,0,0.353487213,"Northeast"
"female","white","70+","4-year college","MA",1,0,0.353487213,"Northeast"
"female","white","70+","hs","MA",1,1,0.353487213,"Northeast"
"female","white","70+","no hs","MA",1,1,0.353487213,"Northeast"
"female","white","70+","post-grad","MA",3,0,0.353487213,"Northeast"
"female","white","70+","some college","MA",1,0,0.353487213,"Northeast"
"male","white","18-29","4-year college","MA",1,0,0.353487213,"Northeast"
"male","white","18-29","post-grad","MA",1,1,0.353487213,"Northeast"
"male","white","30-39","4-year college","MA",1,0,0.353487213,"Northeast"
"male","white","30-39","post-grad","MA",3,1,0.353487213,"Northeast"
"male","white","40-49","4-year college","MA",1,1,0.353487213,"Northeast"
"male","white","40-49","hs","MA",4,0,0.353487213,"Northeast"
"male","white","40-49","post-grad","MA",1,0,0.353487213,"Northeast"
"male","white","40-49","some college","MA",1,0,0.353487213,"Northeast"
"male","white","50-59","4-year college","MA",2,1,0.353487213,"Northeast"
"male","white","50-59","hs","MA",1,1,0.353487213,"Northeast"
"male","white","50-59","post-grad","MA",1,0,0.353487213,"Northeast"
"male","white","50-59","some college","MA",1,1,0.353487213,"Northeast"
"male","white","60-69","hs","MA",2,1,0.353487213,"Northeast"
"male","white","60-69","post-grad","MA",2,2,0.353487213,"Northeast"
"male","white","70+","4-year college","MA",2,1,0.353487213,"Northeast"
"male","white","70+","post-grad","MA",1,0,0.353487213,"Northeast"
"male","white","70+","some college","MA",2,1,0.353487213,"Northeast"
"female","black","18-29","post-grad","MD",1,0,0.359837503,"South"
"female","black","30-39","4-year college","MD",1,0,0.359837503,"South"
"female","black","30-39","no hs","MD",1,0,0.359837503,"South"
"female","black","30-39","post-grad","MD",1,0,0.359837503,"South"
"female","black","40-49","4-year college","MD",4,1,0.359837503,"South"
"female","black","40-49","hs","MD",1,1,0.359837503,"South"
"female","black","40-49","post-grad","MD",1,0,0.359837503,"South"
"female","black","40-49","some college","MD",2,1,0.359837503,"South"
"female","black","50-59","4-year college","MD",1,1,0.359837503,"South"
"female","black","50-59","no hs","MD",1,1,0.359837503,"South"
"female","black","50-59","some college","MD",3,1,0.359837503,"South"
"female","black","60-69","some college","MD",1,0,0.359837503,"South"
"male","black","18-29","4-year college","MD",1,0,0.359837503,"South"
"male","black","30-39","4-year college","MD",1,1,0.359837503,"South"
"male","black","30-39","some college","MD",1,0,0.359837503,"South"
"male","black","70+","post-grad","MD",1,0,0.359837503,"South"
"female","other","30-39","post-grad","MD",1,0,0.359837503,"South"
"male","other","40-49","4-year college","MD",1,1,0.359837503,"South"
"male","other","50-59","some college","MD",1,1,0.359837503,"South"
"male","other","60-69","4-year college","MD",1,0,0.359837503,"South"
"female","white","18-29","4-year college","MD",1,0,0.359837503,"South"
"female","white","18-29","hs","MD",2,0,0.359837503,"South"
"female","white","18-29","some college","MD",1,0,0.359837503,"South"
"female","white","30-39","4-year college","MD",2,1,0.359837503,"South"
"female","white","30-39","hs","MD",1,0,0.359837503,"South"
"female","white","30-39","post-grad","MD",2,0,0.359837503,"South"
"female","white","30-39","some college","MD",1,0,0.359837503,"South"
"female","white","40-49","4-year college","MD",1,0,0.359837503,"South"
"female","white","40-49","some college","MD",1,0,0.359837503,"South"
"female","white","50-59","hs","MD",3,0,0.359837503,"South"
"female","white","50-59","post-grad","MD",3,1,0.359837503,"South"
"female","white","50-59","some college","MD",2,2,0.359837503,"South"
"female","white","60-69","4-year college","MD",3,1,0.359837503,"South"
"female","white","60-69","hs","MD",1,1,0.359837503,"South"
"female","white","60-69","no hs","MD",1,1,0.359837503,"South"
"female","white","60-69","post-grad","MD",3,3,0.359837503,"South"
"female","white","70+","4-year college","MD",1,0,0.359837503,"South"
"female","white","70+","hs","MD",2,1,0.359837503,"South"
"female","white","70+","post-grad","MD",2,1,0.359837503,"South"
"female","white","70+","some college","MD",1,0,0.359837503,"South"
"male","white","18-29","4-year college","MD",1,0,0.359837503,"South"
"male","white","18-29","hs","MD",2,2,0.359837503,"South"
"male","white","18-29","post-grad","MD",1,0,0.359837503,"South"
"male","white","18-29","some college","MD",1,0,0.359837503,"South"
"male","white","30-39","4-year college","MD",4,3,0.359837503,"South"
"male","white","30-39","post-grad","MD",3,1,0.359837503,"South"
"male","white","30-39","some college","MD",1,0,0.359837503,"South"
"male","white","40-49","4-year college","MD",1,1,0.359837503,"South"
"male","white","40-49","post-grad","MD",1,0,0.359837503,"South"
"male","white","40-49","some college","MD",2,1,0.359837503,"South"
"male","white","50-59","4-year college","MD",5,2,0.359837503,"South"
"male","white","50-59","hs","MD",2,1,0.359837503,"South"
"male","white","50-59","some college","MD",1,0,0.359837503,"South"
"male","white","60-69","4-year college","MD",1,0,0.359837503,"South"
"male","white","60-69","hs","MD",1,0,0.359837503,"South"
"male","white","60-69","post-grad","MD",4,2,0.359837503,"South"
"male","white","60-69","some college","MD",1,1,0.359837503,"South"
"male","white","70+","4-year college","MD",1,1,0.359837503,"South"
"male","white","70+","hs","MD",3,1,0.359837503,"South"
"male","white","70+","no hs","MD",1,1,0.359837503,"South"
"male","white","70+","some college","MD",2,2,0.359837503,"South"
"female","white","18-29","4-year college","ME",2,0,0.484032089,"Northeast"
"female","white","18-29","hs","ME",4,1,0.484032089,"Northeast"
"female","white","30-39","some college","ME",1,0,0.484032089,"Northeast"
"female","white","40-49","no hs","ME",1,0,0.484032089,"Northeast"
"female","white","50-59","hs","ME",2,0,0.484032089,"Northeast"
"female","white","50-59","some college","ME",2,1,0.484032089,"Northeast"
"female","white","60-69","hs","ME",1,0,0.484032089,"Northeast"
"female","white","60-69","some college","ME",1,1,0.484032089,"Northeast"
"female","white","70+","post-grad","ME",1,0,0.484032089,"Northeast"
"male","white","40-49","4-year college","ME",1,0,0.484032089,"Northeast"
"male","white","40-49","some college","ME",1,0,0.484032089,"Northeast"
"male","white","70+","some college","ME",1,0,0.484032089,"Northeast"
"female","black","18-29","some college","MI",2,0,0.501176682,"North Central"
"female","black","30-39","hs","MI",1,0,0.501176682,"North Central"
"female","black","40-49","4-year college","MI",1,0,0.501176682,"North Central"
"female","black","40-49","some college","MI",1,1,0.501176682,"North Central"
"female","black","50-59","4-year college","MI",1,0,0.501176682,"North Central"
"female","black","60-69","4-year college","MI",1,1,0.501176682,"North Central"
"female","black","60-69","hs","MI",1,0,0.501176682,"North Central"
"female","black","60-69","some college","MI",1,1,0.501176682,"North Central"
"female","black","70+","4-year college","MI",1,1,0.501176682,"North Central"
"female","black","70+","some college","MI",1,0,0.501176682,"North Central"
"male","black","18-29","no hs","MI",1,0,0.501176682,"North Central"
"male","black","60-69","4-year college","MI",1,0,0.501176682,"North Central"
"male","black","60-69","some college","MI",1,1,0.501176682,"North Central"
"female","other","18-29","4-year college","MI",1,0,0.501176682,"North Central"
"female","other","18-29","hs","MI",2,0,0.501176682,"North Central"
"female","other","18-29","some college","MI",1,0,0.501176682,"North Central"
"female","other","30-39","hs","MI",1,1,0.501176682,"North Central"
"female","other","30-39","some college","MI",1,0,0.501176682,"North Central"
"female","other","50-59","some college","MI",1,1,0.501176682,"North Central"
"male","other","18-29","4-year college","MI",1,0,0.501176682,"North Central"
"male","other","18-29","hs","MI",1,1,0.501176682,"North Central"
"male","other","18-29","post-grad","MI",1,0,0.501176682,"North Central"
"male","other","18-29","some college","MI",2,0,0.501176682,"North Central"
"male","other","40-49","some college","MI",1,0,0.501176682,"North Central"
"female","white","18-29","4-year college","MI",4,3,0.501176682,"North Central"
"female","white","18-29","hs","MI",6,0,0.501176682,"North Central"
"female","white","18-29","post-grad","MI",1,0,0.501176682,"North Central"
"female","white","18-29","some college","MI",6,1,0.501176682,"North Central"
"female","white","30-39","4-year college","MI",3,1,0.501176682,"North Central"
"female","white","30-39","hs","MI",2,0,0.501176682,"North Central"
"female","white","30-39","post-grad","MI",2,0,0.501176682,"North Central"
"female","white","30-39","some college","MI",6,2,0.501176682,"North Central"
"female","white","40-49","4-year college","MI",2,1,0.501176682,"North Central"
"female","white","40-49","hs","MI",1,0,0.501176682,"North Central"
"female","white","40-49","no hs","MI",2,0,0.501176682,"North Central"
"female","white","40-49","post-grad","MI",1,0,0.501176682,"North Central"
"female","white","40-49","some college","MI",4,3,0.501176682,"North Central"
"female","white","50-59","4-year college","MI",3,1,0.501176682,"North Central"
"female","white","50-59","no hs","MI",1,1,0.501176682,"North Central"
"female","white","50-59","post-grad","MI",1,1,0.501176682,"North Central"
"female","white","50-59","some college","MI",3,1,0.501176682,"North Central"
"female","white","60-69","4-year college","MI",7,3,0.501176682,"North Central"
"female","white","60-69","hs","MI",4,2,0.501176682,"North Central"
"female","white","60-69","no hs","MI",1,0,0.501176682,"North Central"
"female","white","60-69","post-grad","MI",1,0,0.501176682,"North Central"
"female","white","60-69","some college","MI",4,0,0.501176682,"North Central"
"female","white","70+","4-year college","MI",1,0,0.501176682,"North Central"
"female","white","70+","hs","MI",3,3,0.501176682,"North Central"
"female","white","70+","post-grad","MI",1,0,0.501176682,"North Central"
"female","white","70+","some college","MI",1,1,0.501176682,"North Central"
"male","white","18-29","4-year college","MI",1,1,0.501176682,"North Central"
"male","white","18-29","hs","MI",5,1,0.501176682,"North Central"
"male","white","18-29","some college","MI",1,0,0.501176682,"North Central"
"male","white","30-39","4-year college","MI",5,1,0.501176682,"North Central"
"male","white","30-39","post-grad","MI",5,1,0.501176682,"North Central"
"male","white","30-39","some college","MI",1,0,0.501176682,"North Central"
"male","white","40-49","4-year college","MI",2,1,0.501176682,"North Central"
"male","white","40-49","hs","MI",1,1,0.501176682,"North Central"
"male","white","40-49","some college","MI",2,0,0.501176682,"North Central"
"male","white","50-59","4-year college","MI",4,2,0.501176682,"North Central"
"male","white","50-59","hs","MI",1,0,0.501176682,"North Central"
"male","white","50-59","some college","MI",7,5,0.501176682,"North Central"
"male","white","60-69","4-year college","MI",3,3,0.501176682,"North Central"
"male","white","60-69","hs","MI",5,2,0.501176682,"North Central"
"male","white","60-69","post-grad","MI",2,0,0.501176682,"North Central"
"male","white","60-69","some college","MI",1,0,0.501176682,"North Central"
"male","white","70+","4-year college","MI",2,0,0.501176682,"North Central"
"male","white","70+","hs","MI",3,2,0.501176682,"North Central"
"male","white","70+","post-grad","MI",3,1,0.501176682,"North Central"
"male","white","70+","some college","MI",2,2,0.501176682,"North Central"
"female","black","18-29","4-year college","MN",1,0,0.491681431,"North Central"
"female","black","50-59","some college","MN",1,0,0.491681431,"North Central"
"female","other","18-29","some college","MN",2,0,0.491681431,"North Central"
"female","other","30-39","hs","MN",2,1,0.491681431,"North Central"
"female","other","30-39","post-grad","MN",1,0,0.491681431,"North Central"
"female","other","50-59","post-grad","MN",1,0,0.491681431,"North Central"
"male","other","18-29","some college","MN",1,0,0.491681431,"North Central"
"male","other","30-39","some college","MN",1,1,0.491681431,"North Central"
"male","other","40-49","4-year college","MN",1,1,0.491681431,"North Central"
"male","other","70+","some college","MN",1,1,0.491681431,"North Central"
"female","white","18-29","4-year college","MN",3,2,0.491681431,"North Central"
"female","white","18-29","hs","MN",1,0,0.491681431,"North Central"
"female","white","18-29","some college","MN",4,0,0.491681431,"North Central"
"female","white","30-39","post-grad","MN",1,1,0.491681431,"North Central"
"female","white","30-39","some college","MN",1,0,0.491681431,"North Central"
"female","white","40-49","4-year college","MN",1,1,0.491681431,"North Central"
"female","white","40-49","post-grad","MN",1,0,0.491681431,"North Central"
"female","white","40-49","some college","MN",2,2,0.491681431,"North Central"
"female","white","50-59","4-year college","MN",1,0,0.491681431,"North Central"
"female","white","50-59","hs","MN",3,1,0.491681431,"North Central"
"female","white","50-59","some college","MN",1,0,0.491681431,"North Central"
"female","white","60-69","hs","MN",4,2,0.491681431,"North Central"
"female","white","60-69","post-grad","MN",1,0,0.491681431,"North Central"
"female","white","60-69","some college","MN",1,0,0.491681431,"North Central"
"female","white","70+","hs","MN",2,1,0.491681431,"North Central"
"female","white","70+","post-grad","MN",1,1,0.491681431,"North Central"
"female","white","70+","some college","MN",1,1,0.491681431,"North Central"
"male","white","18-29","4-year college","MN",1,0,0.491681431,"North Central"
"male","white","18-29","hs","MN",1,1,0.491681431,"North Central"
"male","white","30-39","4-year college","MN",4,1,0.491681431,"North Central"
"male","white","30-39","post-grad","MN",2,1,0.491681431,"North Central"
"male","white","30-39","some college","MN",3,0,0.491681431,"North Central"
"male","white","40-49","4-year college","MN",2,2,0.491681431,"North Central"
"male","white","40-49","hs","MN",2,2,0.491681431,"North Central"
"male","white","40-49","some college","MN",1,1,0.491681431,"North Central"
"male","white","50-59","4-year college","MN",1,0,0.491681431,"North Central"
"male","white","50-59","hs","MN",1,0,0.491681431,"North Central"
"male","white","50-59","some college","MN",3,3,0.491681431,"North Central"
"male","white","60-69","hs","MN",1,0,0.491681431,"North Central"
"male","white","60-69","post-grad","MN",1,1,0.491681431,"North Central"
"male","white","70+","4-year college","MN",1,0,0.491681431,"North Central"
"male","white","70+","post-grad","MN",2,1,0.491681431,"North Central"
"male","white","70+","some college","MN",1,0,0.491681431,"North Central"
"female","black","30-39","4-year college","MO",1,0,0.59818561,"North Central"
"female","black","30-39","no hs","MO",1,0,0.59818561,"North Central"
"female","black","40-49","4-year college","MO",1,0,0.59818561,"North Central"
"female","black","50-59","hs","MO",1,1,0.59818561,"North Central"
"male","black","18-29","some college","MO",1,0,0.59818561,"North Central"
"male","black","50-59","4-year college","MO",1,0,0.59818561,"North Central"
"male","black","50-59","some college","MO",1,0,0.59818561,"North Central"
"female","other","30-39","4-year college","MO",1,1,0.59818561,"North Central"
"female","other","30-39","some college","MO",1,0,0.59818561,"North Central"
"male","other","18-29","hs","MO",2,1,0.59818561,"North Central"
"male","other","18-29","some college","MO",1,0,0.59818561,"North Central"
"male","other","40-49","some college","MO",1,1,0.59818561,"North Central"
"male","other","50-59","4-year college","MO",1,1,0.59818561,"North Central"
"male","other","60-69","hs","MO",1,0,0.59818561,"North Central"
"female","white","18-29","4-year college","MO",2,2,0.59818561,"North Central"
"female","white","18-29","hs","MO",3,0,0.59818561,"North Central"
"female","white","18-29","post-grad","MO",2,1,0.59818561,"North Central"
"female","white","18-29","some college","MO",6,4,0.59818561,"North Central"
"female","white","30-39","4-year college","MO",2,0,0.59818561,"North Central"
"female","white","30-39","hs","MO",2,1,0.59818561,"North Central"
"female","white","30-39","post-grad","MO",6,3,0.59818561,"North Central"
"female","white","30-39","some college","MO",3,1,0.59818561,"North Central"
"female","white","40-49","4-year college","MO",1,1,0.59818561,"North Central"
"female","white","40-49","some college","MO",3,2,0.59818561,"North Central"
"female","white","50-59","4-year college","MO",2,1,0.59818561,"North Central"
"female","white","50-59","hs","MO",4,2,0.59818561,"North Central"
"female","white","50-59","post-grad","MO",2,0,0.59818561,"North Central"
"female","white","50-59","some college","MO",3,2,0.59818561,"North Central"
"female","white","60-69","4-year college","MO",3,1,0.59818561,"North Central"
"female","white","60-69","hs","MO",6,4,0.59818561,"North Central"
"female","white","60-69","post-grad","MO",3,2,0.59818561,"North Central"
"female","white","60-69","some college","MO",5,4,0.59818561,"North Central"
"female","white","70+","hs","MO",4,3,0.59818561,"North Central"
"female","white","70+","post-grad","MO",1,0,0.59818561,"North Central"
"female","white","70+","some college","MO",2,1,0.59818561,"North Central"
"male","white","18-29","4-year college","MO",3,3,0.59818561,"North Central"
"male","white","18-29","hs","MO",1,1,0.59818561,"North Central"
"male","white","18-29","some college","MO",2,0,0.59818561,"North Central"
"male","white","30-39","post-grad","MO",2,0,0.59818561,"North Central"
"male","white","30-39","some college","MO",1,1,0.59818561,"North Central"
"male","white","40-49","hs","MO",2,1,0.59818561,"North Central"
"male","white","40-49","no hs","MO",1,1,0.59818561,"North Central"
"male","white","40-49","post-grad","MO",1,0,0.59818561,"North Central"
"male","white","40-49","some college","MO",2,0,0.59818561,"North Central"
"male","white","50-59","4-year college","MO",2,1,0.59818561,"North Central"
"male","white","50-59","hs","MO",3,2,0.59818561,"North Central"
"male","white","50-59","post-grad","MO",1,0,0.59818561,"North Central"
"male","white","50-59","some college","MO",4,1,0.59818561,"North Central"
"male","white","60-69","4-year college","MO",2,1,0.59818561,"North Central"
"male","white","60-69","hs","MO",2,0,0.59818561,"North Central"
"male","white","70+","4-year college","MO",2,2,0.59818561,"North Central"
"male","white","70+","hs","MO",4,2,0.59818561,"North Central"
"male","white","70+","post-grad","MO",4,2,0.59818561,"North Central"
"male","white","70+","some college","MO",2,1,0.59818561,"North Central"
"female","black","18-29","4-year college","MS",1,1,0.590898473,"South"
"female","black","18-29","no hs","MS",1,1,0.590898473,"South"
"female","black","30-39","hs","MS",1,0,0.590898473,"South"
"female","black","50-59","4-year college","MS",1,0,0.590898473,"South"
"female","black","50-59","some college","MS",1,1,0.590898473,"South"
"female","black","60-69","4-year college","MS",1,1,0.590898473,"South"
"male","black","18-29","some college","MS",1,1,0.590898473,"South"
"female","white","18-29","4-year college","MS",1,1,0.590898473,"South"
"female","white","18-29","some college","MS",4,4,0.590898473,"South"
"female","white","30-39","4-year college","MS",1,1,0.590898473,"South"
"female","white","30-39","some college","MS",1,1,0.590898473,"South"
"female","white","40-49","4-year college","MS",1,0,0.590898473,"South"
"female","white","50-59","hs","MS",2,1,0.590898473,"South"
"female","white","50-59","some college","MS",1,1,0.590898473,"South"
"female","white","60-69","hs","MS",1,0,0.590898473,"South"
"female","white","60-69","post-grad","MS",1,0,0.590898473,"South"
"female","white","70+","hs","MS",2,2,0.590898473,"South"
"female","white","70+","some college","MS",1,0,0.590898473,"South"
"male","white","18-29","hs","MS",1,1,0.590898473,"South"
"male","white","30-39","some college","MS",1,0,0.590898473,"South"
"male","white","50-59","4-year college","MS",1,1,0.590898473,"South"
"male","white","60-69","4-year college","MS",1,1,0.590898473,"South"
"male","white","60-69","no hs","MS",1,1,0.590898473,"South"
"male","white","60-69","post-grad","MS",1,1,0.590898473,"South"
"male","white","70+","4-year college","MS",1,1,0.590898473,"South"
"male","white","70+","some college","MS",1,1,0.590898473,"South"
"female","other","50-59","some college","MT",1,0,0.611096643,"West"
"male","other","50-59","4-year college","MT",1,1,0.611096643,"West"
"male","other","70+","hs","MT",1,1,0.611096643,"West"
"female","white","30-39","4-year college","MT",1,0,0.611096643,"West"
"female","white","30-39","post-grad","MT",1,0,0.611096643,"West"
"female","white","40-49","hs","MT",1,0,0.611096643,"West"
"female","white","40-49","some college","MT",2,2,0.611096643,"West"
"female","white","50-59","4-year college","MT",2,0,0.611096643,"West"
"female","white","60-69","4-year college","MT",1,1,0.611096643,"West"
"female","white","60-69","hs","MT",1,0,0.611096643,"West"
"female","white","60-69","post-grad","MT",1,0,0.611096643,"West"
"female","white","70+","hs","MT",1,1,0.611096643,"West"
"male","white","30-39","hs","MT",1,0,0.611096643,"West"
"male","white","30-39","post-grad","MT",1,1,0.611096643,"West"
"male","white","50-59","4-year college","MT",1,0,0.611096643,"West"
"male","white","50-59","some college","MT",1,1,0.611096643,"West"
"male","white","60-69","some college","MT",1,0,0.611096643,"West"
"male","white","70+","4-year college","MT",1,1,0.611096643,"West"
"female","black","18-29","hs","NC",2,2,0.519037458,"South"
"female","black","30-39","4-year college","NC",1,0,0.519037458,"South"
"female","black","30-39","post-grad","NC",1,0,0.519037458,"South"
"female","black","40-49","some college","NC",2,2,0.519037458,"South"
"female","black","50-59","4-year college","NC",1,0,0.519037458,"South"
"female","black","50-59","hs","NC",1,0,0.519037458,"South"
"female","black","50-59","post-grad","NC",1,0,0.519037458,"South"
"female","black","60-69","hs","NC",1,0,0.519037458,"South"
"female","black","70+","4-year college","NC",1,1,0.519037458,"South"
"female","black","70+","hs","NC",1,0,0.519037458,"South"
"female","black","70+","post-grad","NC",1,1,0.519037458,"South"
"male","black","18-29","hs","NC",2,2,0.519037458,"South"
"male","black","18-29","some college","NC",2,0,0.519037458,"South"
"male","black","30-39","4-year college","NC",1,1,0.519037458,"South"
"male","black","50-59","4-year college","NC",1,0,0.519037458,"South"
"male","black","50-59","some college","NC",1,0,0.519037458,"South"
"male","black","60-69","some college","NC",1,0,0.519037458,"South"
"female","other","18-29","4-year college","NC",1,0,0.519037458,"South"
"female","other","18-29","hs","NC",1,1,0.519037458,"South"
"female","other","18-29","some college","NC",1,1,0.519037458,"South"
"female","other","30-39","some college","NC",1,1,0.519037458,"South"
"female","other","40-49","4-year college","NC",1,0,0.519037458,"South"
"female","other","40-49","post-grad","NC",1,1,0.519037458,"South"
"female","other","50-59","some college","NC",1,0,0.519037458,"South"
"male","other","18-29","hs","NC",1,0,0.519037458,"South"
"male","other","30-39","4-year college","NC",1,0,0.519037458,"South"
"male","other","30-39","hs","NC",1,1,0.519037458,"South"
"male","other","30-39","post-grad","NC",2,0,0.519037458,"South"
"male","other","30-39","some college","NC",1,0,0.519037458,"South"
"male","other","50-59","4-year college","NC",1,0,0.519037458,"South"
"male","other","60-69","4-year college","NC",1,1,0.519037458,"South"
"female","white","18-29","hs","NC",5,3,0.519037458,"South"
"female","white","18-29","post-grad","NC",1,0,0.519037458,"South"
"female","white","18-29","some college","NC",7,2,0.519037458,"South"
"female","white","30-39","4-year college","NC",1,1,0.519037458,"South"
"female","white","30-39","hs","NC",2,1,0.519037458,"South"
"female","white","30-39","no hs","NC",2,0,0.519037458,"South"
"female","white","30-39","some college","NC",1,0,0.519037458,"South"
"female","white","40-49","4-year college","NC",1,1,0.519037458,"South"
"female","white","40-49","hs","NC",2,1,0.519037458,"South"
"female","white","40-49","post-grad","NC",1,0,0.519037458,"South"
"female","white","40-49","some college","NC",6,2,0.519037458,"South"
"female","white","50-59","4-year college","NC",2,1,0.519037458,"South"
"female","white","50-59","hs","NC",5,4,0.519037458,"South"
"female","white","50-59","post-grad","NC",1,0,0.519037458,"South"
"female","white","50-59","some college","NC",3,2,0.519037458,"South"
"female","white","60-69","4-year college","NC",3,0,0.519037458,"South"
"female","white","60-69","hs","NC",4,3,0.519037458,"South"
"female","white","60-69","post-grad","NC",2,0,0.519037458,"South"
"female","white","60-69","some college","NC",5,2,0.519037458,"South"
